,OBJECTID,IDPOINT,NCN,NCE,Hnorm,Z,DS,DM,geometry,index_right,OBJECTID_1,NG,EG,g,H,B,L,geometry_right
187,33732,33780,387500.0,314300.0,126.0,1.886858255120502,31814.635574329794,1886.8582551205022,POINT (314300.00000000186 387500),8,476,387662.273374,315030.272562,981190.081258455,117.93423155495475,51.32548487580054,16.344341007581427,POINT (315030.2725620009 387662.2733740024)
187,33732,33780,387500.0,314300.0,126.0,1.886858255120502,31814.635574329794,1886.8582551205022,POINT (314300.00000000186 387500),10,478,387324.557688,313957.934945,981189.6067446957,129.0,51.32210061900131,16.329139457037584,POINT (313957.93494500127 387324.55768800154)
188,33733,33781,387500.0,315300.0,117.57253606362568,1.888170337233677,31808.894942923864,1888.170337233677,POINT (315300.00000000186 387500),8,476,387662.273374,315030.272562,981190.081258455,117.93423155495475,51.32548487580054,16.344341007581427,POINT (315030.2725620009 387662.2733740024)
188,33733,33781,387500.0,315300.0,117.57253606362568,1.888170337233677,31808.894942923864,1888.170337233677,POINT (315300.00000000186 387500),9,477,387680.449052,315574.02702,981190.595836265,113.60177850769831,51.32582484477409,16.352129459233552,POINT (315574.0270199999 387680.4490520023)
189,33734,33782,387500.0,316300.0,105.46048143716835,1.889481893799155,31803.12425404974,1889.4818937991552,POINT (316300.00000000186 387500),9,477,387680.449052,315574.02702,981190.595836265,113.60177850769831,51.32582484477409,16.352129459233552,POINT (315574.0270199999 387680.4490520023)
191,33736,33784,387500.0,318300.0,107.18071383601988,1.892103483108642,31791.49395859199,1892.1034831086417,POINT (318300.00000000186 387500),105,1039,387878.714618,319145.524623,981191.5117172926,105.87783072695571,51.32875379835502,16.40324896990147,POINT (319145.5246230019 387878.71461800113)
192,33737,33785,387500.0,319300.0,97.96645229792436,1.893064749968408,31783.649034822927,1893.064749968408,POINT (319300.00000000186 387500),105,1039,387878.714618,319145.524623,981191.5117172926,105.87783072695571,51.32875379835502,16.40324896990147,POINT (319145.5246230019 387878.71461800113)
192,33737,33785,387500.0,319300.0,97.96645229792436,1.893064749968408,31783.649034822927,1893.064749968408,POINT (319300.00000000186 387500),111,1045,387445.445101,320030.802701,981191.5184958668,93.93468035225948,51.32514161629385,16.41616502681283,POINT (320030.80270100106 387445.44510100037)
193,33738,33786,387500.0,320300.0,93.91586629511403,1.893609166740106,31773.406305645927,1893.6091667401065,POINT (320300.00000000186 387500),111,1045,387445.445101,320030.802701,981191.5184958668,93.93468035225948,51.32514161629385,16.41616502681283,POINT (320030.80270100106 387445.44510100037)
207,33752,33800,387500.0,334300.0,109.98063056938727,1.894285143116606,31591.22550557123,1894.2851431166062,POINT (334300.00000000093 387500),93,1026,387130.55528,335047.998463,981183.4408956133,112.99645179792219,51.32686780482194,16.631707446488274,POINT (335047.9984630011 387130.55528)
208,33753,33801,387500.0,335300.0,108.08413370488597,1.893492258000154,31573.967689688096,1893.4922580001544,POINT (335300.00000000093 387500),93,1026,387130.55528,335047.998463,981183.4408956133,112.99645179792219,51.32686780482194,16.631707446488274,POINT (335047.9984630011 387130.55528)
209,33754,33802,387500.0,336300.0,106.2343354296845,1.892701231978224,31556.706066873732,1892.7012319782243,POINT (336300.00000000093 387500),14,488,388212.908636,336584.34935100004,981182.6668535187,108.36244207713753,51.33703881437911,16.6532488068543,POINT (336584.349351001 388212.90863600373)
215,33953,34001,388500.0,312300.0,124.74813075908064,1.878637438964457,31782.83486654561,1878.6374389644568,POINT (312300.00000000093 388500),16,919,387640.714076,312035.884181,981188.7050245022,130.32886060110718,51.324309039941895,16.30141194710166,POINT (312035.8841810003 387640.71407600306)
218,33956,34004,388500.0,315300.0,116.80885548179504,1.882507684597899,31764.09437820212,1882.5076845978988,POINT (315300.00000000186 388500),8,476,387662.273374,315030.272562,981190.081258455,117.93423155495475,51.32548487580054,16.344341007581427,POINT (315030.2725620009 387662.2733740024)
218,33956,34004,388500.0,315300.0,116.80885548179504,1.882507684597899,31764.09437820212,1882.5076845978988,POINT (315300.00000000186 388500),9,477,387680.449052,315574.02702,981190.595836265,113.60177850769831,51.32582484477409,16.352129459233552,POINT (315574.0270199999 387680.4490520023)
222,33960,34008,388500.0,319300.0,94.45973436497609,1.887343663720438,31736.89651465061,1887.3436637204377,POINT (319300.00000000186 388500),105,1039,387878.714618,319145.524623,981191.5117172926,105.87783072695571,51.32875379835502,16.40324896990147,POINT (319145.5246230019 387878.71461800113)
222,33960,34008,388500.0,319300.0,94.45973436497609,1.887343663720438,31736.89651465061,1887.3436637204377,POINT (319300.00000000186 388500),107,1041,388504.369768,319430.777604,981191.1816566959,95.37003841020783,51.334466290029816,16.40702290193513,POINT (319430.77760400064 388504.369768003)
223,33961,34009,388500.0,320300.0,104.40285613711603,1.88787646315784,31726.213337540805,1887.8764631578404,POINT (320300.00000000186 388500),107,1041,388504.369768,319430.777604,981191.1816566959,95.37003841020783,51.334466290029816,16.40702290193513,POINT (319430.77760400064 388504.369768003)
224,33962,34010,388500.0,321300.0,94.16415398963,1.888409566185597,31715.50839103506,1888.409566185597,POINT (321299.99999999907 388500),110,1044,388652.041775,321622.007094,981190.6140298222,96.0049294590174,51.33648522845093,16.438381025610884,POINT (321622.00709400047 388652.0417749975)
225,33963,34011,388500.0,322300.0,103.7193305569357,1.888942979619034,31704.78193273413,1888.9429796190336,POINT (322299.99999999907 388500),86,1019,389456.734036,322469.535927,981190.751180625,94.92967626364293,51.34398140747368,16.45013767460205,POINT (322469.53592700046 389456.7340360023)
225,33963,34011,388500.0,322300.0,103.7193305569357,1.888942979619034,31704.78193273413,1888.9429796190336,POINT (322299.99999999907 388500),110,1044,388652.041775,321622.007094,981190.6140298222,96.0049294590174,51.33648522845093,16.438381025610884,POINT (321622.00709400047 388652.0417749975)
229,33967,34015,388500.0,326300.0,98.04961433932294,1.890764914687622,31659.99848640389,1890.7649146876224,POINT (326300 388500),99,1032,388476.020739,326672.830747,981189.4461931251,105.67563566950352,51.336466524672744,16.51092514925705,POINT (326672.8307470018 388476.02073900215)
230,33968,34016,388500.0,327300.0,94.917923005185,1.890599139418607,31645.45962396225,1890.599139418607,POINT (327300 388500),99,1032,388476.020739,326672.830747,981189.4461931251,105.67563566950352,51.336466524672744,16.51092514925705,POINT (326672.8307470018 388476.02073900215)
231,33969,34017,388500.0,328300.0,95.21788174909852,1.890434438616019,31630.90753026654,1890.434438616019,POINT (328300 388500),67,1000,388999.820091,328487.152454,981189.1198954209,96.99878877077072,51.34172407677191,16.536701403385244,POINT (328487.15245399997 388999.8200909998)
232,33970,34018,388500.0,329300.0,100.0903176323196,1.890270812788981,31616.34240449306,1890.2708127889814,POINT (329300 388500),67,1000,388999.820091,328487.152454,981189.1198954209,96.99878877077072,51.34172407677191,16.536701403385244,POINT (328487.15245399997 388999.8200909998)
233,33971,34019,388500.0,330300.0,104.81444622347047,1.890108262446325,31601.76444583742,1890.1082624463252,POINT (330300 388500),91,1024,388541.524386,331270.236511,981187.3123611029,124.36606250619661,51.338438901957346,16.57685115164328,POINT (331270.23651100043 388541.52438600175)
234,33972,34020,388500.0,331300.0,123.0,1.889946788096745,31587.173853515727,1889.9467880967447,POINT (331300.00000000093 388500),91,1024,388541.524386,331270.236511,981187.3123611029,124.36606250619661,51.338438901957346,16.57685115164328,POINT (331270.23651100043 388541.52438600175)
238,33976,34024,388500.0,335300.0,109.03301700409514,1.887762515262842,31521.641519668476,1887.762515262842,POINT (335300.00000000093 388500),13,486,388488.29024000006,335572.216456,981183.9709225348,109.58619507973069,51.339221702690345,16.638599932436005,POINT (335572.21645599976 388488.2902400028)
239,33977,34025,388500.0,336300.0,112.23433542968633,1.886982872257025,31504.16142287736,1886.9828722570255,POINT (336300.00000000093 388500),13,486,388488.29024000006,335572.216456,981183.9709225348,109.58619507973069,51.339221702690345,16.638599932436005,POINT (335572.21645599976 388488.2902400028)
239,33977,34025,388500.0,336300.0,112.23433542968633,1.886982872257025,31504.16142287736,1886.9828722570255,POINT (336300.00000000093 388500),14,488,388212.908636,336584.34935100004,981182.6668535187,108.36244207713753,51.33703881437911,16.6532488068543,POINT (336584.349351001 388212.90863600373)
241,34172,34220,389500.0,308300.0,112.8232524523155,1.865234723885398,31749.185633654393,1865.2347238853984,POINT (308300.00000000093 389500),37,889,390381.863671,308629.178328,981189.1068070857,112.0,51.34779993619132,16.25108836289483,POINT (308629.17832800094 390381.86367100105)
246,34177,34225,389500.0,313300.0,126.0,1.874312154902241,31732.930833647486,1874.3121549022414,POINT (313300.00000000093 389500),36,888,389587.010278,313512.075761,981190.7772968285,130.06703071121046,51.34228236161136,16.321561108524868,POINT (313512.0757610006 389587.0102780014)
247,34178,34226,389500.0,314300.0,120.81091219186419,1.875579680295328,31726.14701797254,1875.5796802953282,POINT (314300.00000000186 389500),36,888,389587.010278,313512.075761,981190.7772968285,130.06703071121046,51.34228236161136,16.321561108524868,POINT (313512.0757610006 389587.0102780014)
249,34180,34228,389500.0,316300.0,117.27322151301632,1.878113121587722,31712.48840002633,1878.1131215877224,POINT (316300.00000000186 389500),7,475,390494.851298,316204.14293,981191.0432722967,130.37171974805824,51.35131666473232,16.359712583420446,POINT (316204.142930001 390494.85129800066)
252,34183,34231,389500.0,319300.0,109.74398539283948,1.881623404069882,31690.175303947944,1881.6234040698826,POINT (319300.00000000186 389500),85,1018,390435.493907,319511.728972,981190.9214860282,108.68847874421772,51.35184403428756,16.407204536949177,POINT (319511.728972001 390435.49390700273)
252,34183,34231,389500.0,319300.0,109.74398539283948,1.881623404069882,31690.175303947944,1881.6234040698826,POINT (319300.00000000186 389500),108,1042,389881.73410999996,319294.455853,981190.986968247,111.81195767445388,51.34679918210802,16.404368076714693,POINT (319294.4558530012 389881.7341099996)
254,34185,34233,389500.0,321300.0,92.0,1.882666062549544,31667.905918763965,1882.6660625495442,POINT (321299.99999999907 389500),110,1044,388652.041775,321622.007094,981190.6140298222,96.0049294590174,51.33648522845093,16.438381025610884,POINT (321622.00709400047 388652.0417749975)
255,34186,34234,389500.0,322300.0,95.98901844641296,1.883187853464538,31656.738793783326,1883.1878534645382,POINT (322299.99999999907 389500),86,1019,389456.734036,322469.535927,981190.751180625,94.92967626364293,51.34398140747368,16.45013767460205,POINT (322469.53592700046 389456.7340360023)
256,34187,34235,389500.0,323300.0,106.0,1.883709961256824,31645.550390940905,1883.7099612568236,POINT (323300 389500),86,1019,389456.734036,322469.535927,981190.751180625,94.92967626364293,51.34398140747368,16.45013767460205,POINT (322469.53592700046 389456.7340360023)
258,34189,34237,389500.0,325300.0,108.29173190362053,1.884755154757929,31623.110783028864,1884.7551547579294,POINT (325300 389500),89,1022,390379.87477,324875.438772,981189.938362144,102.0,51.353023475925845,16.484203052762943,POINT (324875.43877199944 390379.87477000244)
261,34192,34240,389500.0,328300.0,106.7821182509033,1.884659507355595,31580.5883955081,1884.6595073555945,POINT (328300 389500),67,1000,388999.820091,328487.152454,981189.1198954209,96.99878877077072,51.34172407677191,16.536701403385244,POINT (328487.15245399997 388999.8200909998)
262,34193,34241,389500.0,329300.0,99.0,1.884495028589164,31565.682573284925,1884.4950285891637,POINT (329300 389500),67,1000,388999.820091,328487.152454,981189.1198954209,96.99878877077072,51.34172407677191,16.536701403385244,POINT (328487.15245399997 388999.8200909998)
264,34195,34243,389500.0,331300.0,123.0,1.884169298959371,31535.832579600232,1884.1692989593714,POINT (331300.00000000093 389500),91,1024,388541.524386,331270.236511,981187.3123611029,124.36606250619661,51.338438901957346,16.57685115164328,POINT (331270.23651100043 388541.52438600175)
271,34395,34443,390500.0,308300.0,120.64650490462373,1.859739994764552,31708.30270333371,1859.7399947645524,POINT (308300.00000000093 390500),37,889,390381.863671,308629.178328,981189.1068070857,112.0,51.34779993619132,16.25108836289483,POINT (308629.17832800094 390381.86367100105)
272,34396,34444,390500.0,309300.0,109.01394021910151,1.86172879274599,31705.794671712145,1861.7287927459893,POINT (309300.00000000093 390500),37,889,390381.863671,308629.178328,981189.1068070857,112.0,51.34779993619132,16.25108836289483,POINT (308629.17832800094 390381.86367100105)
272,34396,34444,390500.0,309300.0,109.01394021910151,1.86172879274599,31705.794671712145,1861.7287927459893,POINT (309300.00000000093 390500),39,896,391032.655708,310088.314419,981190.2305860213,108.0,51.35413663776671,16.271674756043225,POINT (310088.31441900134 391032.65570800006)
273,34397,34445,390500.0,310300.0,110.55331095695709,1.863716283700305,31703.249426248465,1863.7162837003054,POINT (310300.00000000093 390500),39,896,391032.655708,310088.314419,981190.2305860213,108.0,51.35413663776671,16.271674756043225,POINT (310088.31441900134 391032.65570800006)
276,34400,34448,390500.0,313300.0,121.18703109804119,1.868697891798978,31689.282420073552,1868.697891798978,POINT (313300.00000000093 390500),36,888,389587.010278,313512.075761,981190.7772968285,130.06703071121046,51.34228236161136,16.321561108524868,POINT (313512.0757610006 389587.0102780014)
278,34402,34450,390500.0,315300.0,120.92203642532695,1.871187279045289,31674.61014456228,1871.1872790452885,POINT (315300.00000000186 390500),7,475,390494.851298,316204.14293,981191.0432722967,130.37171974805824,51.35131666473232,16.359712583420446,POINT (316204.142930001 390494.85129800066)
279,34403,34451,390500.0,316300.0,130.80679877172588,1.872431172923484,31667.22862384248,1872.431172923484,POINT (316300.00000000186 390500),7,475,390494.851298,316204.14293,981191.0432722967,130.37171974805824,51.35131666473232,16.359712583420446,POINT (316204.142930001 390494.85129800066)
282,34406,34454,390500.0,319300.0,111.43297333212384,1.875903971648627,31643.485426811403,1875.9039716486268,POINT (319300.00000000186 390500),84,1017,391367.981944,319778.164202,981190.7563387578,116.0,51.36030747197901,16.410555147519048,POINT (319778.16420200095 391367.98194400035)
282,34406,34454,390500.0,319300.0,111.43297333212384,1.875903971648627,31643.485426811403,1875.9039716486268,POINT (319300.00000000186 390500),85,1018,390435.493907,319511.728972,981190.9214860282,108.68847874421772,51.35184403428756,16.407204536949177,POINT (319511.728972001 390435.49390700273)
282,34406,34454,390500.0,319300.0,111.43297333212384,1.875903971648627,31643.485426811403,1875.9039716486268,POINT (319300.00000000186 390500),108,1042,389881.73410999996,319294.455853,981190.986968247,111.81195767445388,51.34679918210802,16.404368076714693,POINT (319294.4558530012 389881.7341099996)
283,34407,34455,390500.0,320300.0,102.25884422108619,1.876413522968974,31631.92084122173,1876.413522968974,POINT (320300.00000000186 390500),85,1018,390435.493907,319511.728972,981190.9214860282,108.68847874421772,51.35184403428756,16.407204536949177,POINT (319511.728972001 390435.49390700273)
287,34411,34459,390500.0,324300.0,102.83861963523668,1.878454825326368,31585.446903378946,1878.4548253263677,POINT (324300 390500),89,1022,390379.87477,324875.438772,981189.938362144,102.0,51.353023475925845,16.484203052762943,POINT (324875.43877199944 390379.87477000244)
288,34412,34460,390500.0,325300.0,104.0,1.878965959311928,31573.775810022667,1878.9659593119281,POINT (325300 390500),87,1020,391364.882245,324814.897896,981189.833089361,91.0,51.36185604352253,16.48284887439902,POINT (324814.8978960011 391364.88224500045)
288,34412,34460,390500.0,325300.0,104.0,1.878965959311928,31573.775810022667,1878.9659593119281,POINT (325300 390500),89,1022,390379.87477,324875.438772,981189.938362144,102.0,51.353023475925845,16.484203052762943,POINT (324875.43877199944 390379.87477000244)
291,34415,34463,390500.0,328300.0,95.40178981816221,1.878884640257681,31530.292325115384,1878.8846402576805,POINT (328300 390500),98,1031,391048.729936,328962.637,981189.06988204,96.19065239869451,51.36027969938424,16.542538299508564,POINT (328962.63700000104 391048.7299360018)
292,34416,34464,390500.0,329300.0,100.439876918339,1.878719308221779,31515.045674008357,1878.7193082217796,POINT (329300 390500),98,1031,391048.729936,328962.637,981189.06988204,96.19065239869451,51.36027969938424,16.542538299508564,POINT (328962.63700000104 391048.7299360018)
297,34421,34469,390500.0,334300.0,102.76977799045562,1.877059577693987,31434.945372256745,1877.0595776939874,POINT (334300.00000000093 390500),92,1025,391019.111762,335095.985845,981186.32052936,103.42754486855847,51.36182808940889,16.630593454358756,POINT (335095.98584499955 391019.11176200025)
298,34422,34470,390500.0,335300.0,103.0,1.876300851823534,31417.03190592397,1876.300851823534,POINT (335300.00000000093 390500),92,1025,391019.111762,335095.985845,981186.32052936,103.42754486855847,51.36182808940889,16.630593454358756,POINT (335095.98584499955 391019.11176200025)
302,34619,34667,391500.0,309300.0,111.0,1.856204573242381,31664.35124132229,1856.204573242381,POINT (309300.00000000093 391500),39,896,391032.655708,310088.314419,981190.2305860213,108.0,51.35413663776671,16.271674756043225,POINT (310088.31441900134 391032.65570800006)
303,34620,34668,391500.0,310300.0,108.0,1.858160178354607,31661.199818863948,1858.160178354607,POINT (310300.00000000093 391500),39,896,391032.655708,310088.314419,981190.2305860213,108.0,51.35413663776671,16.271674756043225,POINT (310088.31441900134 391032.65570800006)
306,34623,34671,391500.0,313300.0,106.41475169184196,1.863085281438037,31645.67343824443,1863.085281438037,POINT (313300.00000000093 391500),38,891,392165.189024,313515.0828360001,981191.4514984298,103.0,51.36544779908904,16.320252224841532,POINT (313515.0828360012 392165.18902400136)
312,34629,34677,391500.0,319300.0,120.80062864151114,1.870185367089112,31596.826907359216,1870.185367089112,POINT (319300.00000000186 391500),84,1017,391367.981944,319778.164202,981190.7563387578,116.0,51.36030747197901,16.410555147519048,POINT (319778.16420200095 391367.98194400035)
313,34630,34678,391500.0,320300.0,118.73795483996508,1.870683287619744,31584.821360958587,1870.6832876197439,POINT (320300.00000000186 391500),84,1017,391367.981944,319778.164202,981190.7563387578,116.0,51.36030747197901,16.410555147519048,POINT (319778.16420200095 391367.98194400035)
317,34634,34682,391500.0,324300.0,98.0,1.872678063318809,31536.583340677025,1872.6780633188093,POINT (324300 391500),87,1020,391364.882245,324814.897896,981189.833089361,91.0,51.36185604352253,16.48284887439902,POINT (324814.8978960011 391364.88224500045)
318,34635,34683,391500.0,325300.0,93.34745498289371,1.873177564788245,31524.471167794665,1873.1775647882453,POINT (325300 391500),87,1020,391364.882245,324814.897896,981189.833089361,91.0,51.36185604352253,16.48284887439902,POINT (324814.8978960011 391364.88224500045)
321,34638,34686,391500.0,328300.0,102.06606801989619,1.873109837364233,31480.019336815076,1873.1098373642335,POINT (328300 391500),98,1031,391048.729936,328962.637,981189.06988204,96.19065239869451,51.36027969938424,16.542538299508564,POINT (328962.63700000104 391048.7299360018)
322,34639,34687,391500.0,329300.0,92.20324362032724,1.872943651728518,31464.43172428779,1872.9436517285176,POINT (329300 391500),98,1031,391048.729936,328962.637,981189.06988204,96.19065239869451,51.36027969938424,16.542538299508564,POINT (328962.63700000104 391048.7299360018)
326,34643,34691,391500.0,333300.0,100.22816529947158,1.872065461056509,31401.008886935826,1872.065461056509,POINT (333300.00000000093 391500),41,945,391534.010561,333875.463468,981187.6465865814,98.83684524701312,51.36609957233434,16.61283209785606,POINT (333875.4634680012 391534.0105610024)
326,34643,34691,391500.0,333300.0,100.22816529947158,1.872065461056509,31401.008886935826,1872.065461056509,POINT (333300.00000000093 391500),100,1033,392284.07812,333647.790358,981188.1889003392,102.53042988966263,51.372773598994115,16.60921233657448,POINT (333647.79035800043 392284.07812000066)
327,34644,34692,391500.0,334300.0,96.07590686460026,1.871316260630488,31382.880670906125,1871.3162606304882,POINT (334300.00000000093 391500),41,945,391534.010561,333875.463468,981187.6465865814,98.83684524701312,51.36609957233434,16.61283209785606,POINT (333875.4634680012 391534.0105610024)
327,34644,34692,391500.0,334300.0,96.07590686460026,1.871316260630488,31382.880670906125,1871.3162606304882,POINT (334300.00000000093 391500),92,1025,391019.111762,335095.985845,981186.32052936,103.42754486855847,51.36182808940889,16.630593454358756,POINT (335095.98584499955 391019.11176200025)
328,34645,34693,391500.0,335300.0,113.23227871961353,1.870568929982749,31364.748484016516,1870.5689299827495,POINT (335300.00000000093 391500),92,1025,391019.111762,335095.985845,981186.32052936,103.42754486855847,51.36182808940889,16.630593454358756,POINT (335095.98584499955 391019.11176200025)
331,34841,34889,392500.0,308300.0,115.11865307042899,1.848757719544598,31626.673798000014,1848.757719544598,POINT (308300.00000000093 392500),40,897,393217.49493600003,308450.10172700003,981190.766420258,116.60587504034254,51.37321561899408,16.246991254726034,POINT (308450.10172700137 393217.49493600056)
336,34846,34894,392500.0,313300.0,102.07385015452928,1.857474325090805,31602.103918542205,1857.4743250908052,POINT (313300.00000000093 392500),38,891,392165.189024,313515.0828360001,981191.4514984298,103.0,51.36544779908904,16.320252224841532,POINT (313515.0828360012 392165.18902400136)
337,34847,34895,392500.0,314300.0,101.81091219186783,1.858674142031792,31593.70820908882,1858.674142031792,POINT (314300.00000000186 392500),38,891,392165.189024,313515.0828360001,981191.4514984298,103.0,51.36544779908904,16.320252224841532,POINT (313515.0828360012 392165.18902400136)
341,34851,34899,392500.0,318300.0,102.22155046358785,1.863468100843492,31559.823243848492,1863.4681008434923,POINT (318300.00000000186 392500),81,1014,393176.58727699996,318367.598575,981190.4300416205,97.51817339593252,51.37610883951138,16.389385958951898,POINT (318367.59857500065 393176.58727700077)
345,34855,34903,392500.0,322300.0,112.58891702270193,1.865927360123679,31512.79439553825,1865.9273601236791,POINT (322299.99999999907 392500),57,990,393203.455229,322665.795643,981190.7041717095,99.84358895873265,51.37770976634216,16.451084342870306,POINT (322665.79564300086 393203.45522899926)
346,34856,34904,392500.0,323300.0,102.69589181208758,1.866414572393798,31500.28289485513,1866.4145723937984,POINT (323300 392500),57,990,393203.455229,322665.795643,981190.7041717095,99.84358895873265,51.37770976634216,16.451084342870306,POINT (322665.79564300086 393203.45522899926)
355,34865,34913,392500.0,332300.0,98.37176869460612,1.866673402929352,31365.978023599517,1866.6734029293518,POINT (332300.00000000093 392500),42,949,392701.998577,332969.072811,981189.13175725,96.0,51.37632997937163,16.59927055005482,POINT (332969.072811001 392701.9985770006)
356,34866,34914,392500.0,333300.0,100.77183470053387,1.866310013452682,31349.1773388797,1866.3100134526817,POINT (333300.00000000093 392500),42,949,392701.998577,332969.072811,981189.13175725,96.0,51.37632997937163,16.59927055005482,POINT (332969.072811001 392701.9985770006)
356,34866,34914,392500.0,333300.0,100.77183470053387,1.866310013452682,31349.1773388797,1866.3100134526817,POINT (333300.00000000093 392500),100,1033,392284.07812,333647.790358,981188.1889003392,102.53042988966263,51.372773598994115,16.60921233657448,POINT (333647.79035800043 392284.07812000066)
357,34867,34915,392500.0,334300.0,99.0,1.865572211650149,31330.830326073272,1865.5722116501488,POINT (334300.00000000093 392500),100,1033,392284.07812,333647.790358,981188.1889003392,102.53042988966263,51.372773598994115,16.60921233657448,POINT (333647.79035800043 392284.07812000066)
361,35064,35112,393500.0,308300.0,118.94628144892495,1.843270177137002,31585.92789338604,1843.2701771370018,POINT (308300.00000000093 393500.00000000093),40,897,393217.49493600003,308450.10172700003,981190.766420258,116.60587504034254,51.37321561899408,16.246991254726034,POINT (308450.10172700137 393217.49493600056)
362,35065,35113,393500.0,309300.0,114.32239114663754,1.845163285894971,31581.60073678743,1845.163285894971,POINT (309300.00000000093 393500.00000000093),40,897,393217.49493600003,308450.10172700003,981190.766420258,116.60587504034254,51.37321561899408,16.246991254726034,POINT (308450.10172700137 393217.49493600056)
369,35072,35120,393500.0,316300.0,98.8067987717259,1.855395091700744,31531.6822571588,1855.395091700744,POINT (316300.00000000186 393500.00000000093),28,854,394175.214938,316797.879043,981190.7264490718,97.0,51.38457702291657,16.3663345096889,POINT (316797.87904300075 394175.21493799984)
370,35073,35121,393500.0,317300.0,98.07970752936308,1.856570725826155,31522.65810124551,1856.5707258261546,POINT (317300.00000000186 393500.00000000093),28,854,394175.214938,316797.879043,981190.7264490718,97.0,51.38457702291657,16.3663345096889,POINT (316797.87904300075 394175.21493799984)
371,35074,35122,393500.0,318300.0,96.80268535158757,1.857745854502447,31513.60433136474,1857.7458545024474,POINT (318300.00000000186 393500.00000000093),81,1014,393176.58727699996,318367.598575,981190.4300416205,97.51817339593252,51.37610883951138,16.389385958951898,POINT (318367.59857500065 393176.58727700077)
372,35075,35123,393500.0,319300.0,96.75746231016515,1.858750644087923,31503.60403809002,1858.750644087923,POINT (319300.00000000186 393500.00000000093),81,1014,393176.58727699996,318367.598575,981190.4300416205,97.51817339593252,51.37610883951138,16.389385958951898,POINT (318367.59857500065 393176.58727700077)
375,35078,35126,393500.0,322300.0,95.2625784016437,1.860175492792923,31464.874681472073,1860.175492792923,POINT (322299.99999999907 393500.00000000093),57,990,393203.455229,322665.795643,981190.7041717095,99.84358895873265,51.37770976634216,16.451084342870306,POINT (322665.79564300086 393203.45522899926)
375,35078,35126,393500.0,322300.0,95.2625784016437,1.860175492792923,31464.874681472073,1860.175492792923,POINT (322299.99999999907 393500.00000000093),83,1016,394085.16581,322538.274182,981190.8225012938,97.08243374301107,51.38559267463158,16.448812641557346,POINT (322538.27418200206 394085.16581000015)
376,35079,35127,393500.0,323300.0,98.20759819874002,1.860651064232723,31451.921805496742,1860.6510642327232,POINT (323300 393500.00000000093),57,990,393203.455229,322665.795643,981190.7041717095,99.84358895873265,51.37770976634216,16.451084342870306,POINT (322665.79564300086 393203.45522899926)
376,35079,35127,393500.0,323300.0,98.20759819874002,1.860651064232723,31451.921805496742,1860.6510642327232,POINT (323300 393500.00000000093),83,1016,394085.16581,322538.274182,981190.8225012938,97.08243374301107,51.38559267463158,16.448812641557346,POINT (322538.27418200206 394085.16581000015)
386,35089,35137,393500.0,333300.0,96.0,1.860553828945856,31297.360243709052,1860.5538289458564,POINT (333300.00000000093 393500.00000000093),42,949,392701.998577,332969.072811,981189.13175725,96.0,51.37632997937163,16.59927055005482,POINT (332969.072811001 392701.9985770006)
399,35295,35343,394500.0,316300.0,98.0,1.849719657057588,31486.57788864428,1849.7196570575882,POINT (316300.00000000186 394500.00000000093),28,854,394175.214938,316797.879043,981190.7264490718,97.0,51.38457702291657,16.3663345096889,POINT (316797.87904300075 394175.21493799984)
400,35296,35344,394500.0,317300.0,98.93026326563087,1.850872692326177,31477.01571573847,1850.8726923261772,POINT (317300.00000000186 394500.00000000093),28,854,394175.214938,316797.879043,981190.7264490718,97.0,51.38457702291657,16.3663345096889,POINT (316797.87904300075 394175.21493799984)
405,35301,35349,394500.0,322300.0,99.94459705782661,1.854424441726014,31416.98588304083,1854.424441726014,POINT (322299.99999999907 394500.00000000093),83,1016,394085.16581,322538.274182,981190.8225012938,97.08243374301107,51.38559267463158,16.448812641557346,POINT (322538.27418200206 394085.16581000015)
406,35302,35350,394500.0,323300.0,98.58480360253452,1.854888367834886,31403.591460213367,1854.8883678348861,POINT (323300 394500.00000000093),83,1016,394085.16581,322538.274182,981190.8225012938,97.08243374301107,51.38559267463158,16.448812641557346,POINT (322538.27418200206 394085.16581000015)
414,35310,35358,394500.0,331300.0,98.08457841058771,1.855282801684733,31279.466563828,1855.2828016847332,POINT (331300.00000000093 394500.00000000093),66,999,395453.374996,331234.76920099993,981192.5179960479,117.9227160693772,51.40054215258068,16.57305894158565,POINT (331234.7692010002 395453.3749960009)
415,35311,35359,394500.0,332300.0,97.0,1.855117286899592,31262.81707183044,1855.1172868995923,POINT (332300.00000000093 394500.00000000093),69,1002,395367.037442,332662.510354,981191.2777739125,108.0,51.40018946671892,16.593611879706717,POINT (332662.5103540011 395367.0374420006)
420,35509,35557,395500.0,307300.0,119.97635383973105,1.830471703126568,31510.076684407504,1830.4717031265684,POINT (307300.00000000093 395500.00000000093),35,887,396126.166764,307397.81765800004,981190.020679077,125.83077633518405,51.39899126921683,16.230308190169428,POINT (307397.8176579997 396126.16676400043)
425,35514,35562,395500.0,312300.0,107.7473455877298,1.839518802159055,31481.61097943118,1839.5188021590545,POINT (312300.00000000093 395500.00000000093),29,855,395765.058154,312803.46520599996,981190.8807147758,111.69748900291967,51.39755727154905,16.308140506490965,POINT (312803.465206 395765.0581540037)
