,OBJECTID,IDPOINT,NCN,NCE,Hnorm,Z,DS,DM,geometry,index_right,OBJECTID_1,NG,EG,g,H,B,L,geometry_right
13,32400,32448,381500.0,320300.0,94.8374370604163,1.927414315634978,32076.543869791352,1927.4143156349783,POINT (320300.00000000186 381500.00000000186),126,1150,381514.945502,319329.842327,981192.603021045,98.81472237926677,51.27163063728307,16.409115804535972,POINT (319329.8423270006 381514.9455020018)
13,32400,32448,381500.0,320300.0,94.8374370604163,1.927414315634978,32076.543869791352,1927.4143156349783,POINT (320300.00000000186 381500.00000000186),147,3307,381542.789481,320826.260348,981192.1289497302,105.86645671718725,51.272353535455046,16.430537840074233,POINT (320826.26034799963 381542.78948100284)
14,32401,32449,381500.0,321300.0,103.79651522142012,1.92803027757818,32069.198762632077,1928.03027757818,POINT (321299.99999999907 381500.00000000186),122,1146,381499.801642,321187.194877,981192.0921590666,104.94004456585937,51.27208068566171,16.4357298117941,POINT (321187.19487699866 381499.8016420007)
14,32401,32449,381500.0,321300.0,103.79651522142012,1.92803027757818,32069.198762632077,1928.03027757818,POINT (321299.99999999907 381500.00000000186),147,3307,381542.789481,320826.260348,981192.1289497302,105.86645671718725,51.272353535455046,16.430537840074233,POINT (320826.26034799963 381542.78948100284)
17,32404,32452,381500.0,324300.0,125.0,1.929880494795274,32046.979617371846,1929.880494795274,POINT (324300 381500.00000000186),148,3312,381129.062673,324500.271404,981189.8624436605,123.0,51.26977969726582,16.483373543760322,POINT (324500.271404 381129.0626730025)
17,32404,32452,381500.0,324300.0,125.0,1.929880494795274,32046.979617371846,1929.880494795274,POINT (324300 381500.00000000186),149,3314,381250.137133,324379.553848,981189.8916343531,123.72134164001545,51.27083047632188,16.481584765674473,POINT (324379.55384800024 381250.1371330023)
18,32405,32453,381500.0,325300.0,128.0948129942326,1.930498030573845,32039.513114330803,1930.4980305738452,POINT (325300 381500.00000000186),148,3312,381129.062673,324500.271404,981189.8624436605,123.0,51.26977969726582,16.483373543760322,POINT (324500.271404 381129.0626730025)
18,32405,32453,381500.0,325300.0,128.0948129942326,1.930498030573845,32039.513114330803,1930.4980305738452,POINT (325300 381500.00000000186),149,3314,381250.137133,324379.553848,981189.8916343531,123.72134164001545,51.27083047632188,16.481584765674473,POINT (324379.55384800024 381250.1371330023)
19,32406,32454,381500.0,326300.0,128.92414911306736,1.930585442450115,32028.9832102577,1930.5854424501154,POINT (326300 381500.00000000186),135,1161,381497.180853,326614.213648,981188.3086679005,129.0,51.273735120416475,16.513477537478693,POINT (326614.2136479998 381497.1808530018)
20,32407,32455,381500.0,327300.0,128.0,1.930432834878156,32017.051938371722,1930.4328348781562,POINT (327300 381500.00000000186),135,1161,381497.180853,326614.213648,981188.3086679005,129.0,51.273735120416475,16.513477537478693,POINT (326614.2136479998 381497.1808530018)
21,32408,32456,381500.0,328300.0,126.02101991629691,1.930281249034269,32005.098515354224,1930.2812490342692,POINT (328300 381500.00000000186),131,1157,382044.087705,328361.515838,981187.0246869158,132.0,51.27917914974863,16.538247814573296,POINT (328361.515838 382044.0877049975)
21,32408,32456,381500.0,328300.0,126.02101991629691,1.930281249034269,32005.098515354224,1930.2812490342692,POINT (328300 381500.00000000186),141,1294,380864.665385,328553.608358,981187.4261148255,121.03696214997035,51.268638156481394,16.54156625083539,POINT (328553.6083580004 380864.66538500227)
22,32409,32457,381500.0,329300.0,137.65981537751395,1.93013068552913,31993.12322950312,1930.13068552913,POINT (329300 381500.00000000186),133,1159,381734.589253,329435.010066,981186.5847497887,132.07751177868244,51.27672039562762,16.553777279262512,POINT (329435.0100659998 381734.5892530009)
22,32409,32457,381500.0,329300.0,137.65981537751395,1.93013068552913,31993.12322950312,1930.13068552913,POINT (329300 381500.00000000186),141,1294,380864.665385,328553.608358,981187.4261148255,121.03696214997035,51.268638156481394,16.54156625083539,POINT (328553.6083580004 380864.66538500227)
23,32410,32458,381500.0,330300.0,134.02904723868414,1.929981144973197,31981.126369145648,1929.9811449731965,POINT (330300 381500.00000000186),133,1159,381734.589253,329435.010066,981186.5847497887,132.07751177868244,51.27672039562762,16.553777279262512,POINT (329435.0100659998 381734.5892530009)
23,32410,32458,381500.0,330300.0,134.02904723868414,1.929981144973197,31981.126369145648,1929.9811449731965,POINT (330300 381500.00000000186),142,1299,381196.713397,330527.536257,981186.5035677084,137.17343436136434,51.27221286685969,16.5696861660798,POINT (330527.5362569997 381196.7133970037)
24,32411,32459,381500.0,331300.0,125.90352603473912,1.929832627976735,31969.10822263842,1929.8326279767355,POINT (331300.00000000093 381500.00000000186),142,1299,381196.713397,330527.536257,981186.5035677084,137.17343436136434,51.27221286685969,16.5696861660798,POINT (330527.5362569997 381196.7133970037)
25,32412,32460,381500.0,332300.0,132.45221717879394,1.929685135149843,31957.06907836747,1929.6851351498428,POINT (332300.00000000093 381500.00000000186),143,1308,381333.358585,333113.276732,981185.2514601988,134.88865555613012,51.27420442742175,16.60666807164663,POINT (333113.2767320005 381333.3585850019)
26,32413,32461,381500.0,333300.0,139.8290640806242,1.929037942794459,31942.381829441445,1929.0379427944586,POINT (333300.00000000093 381500.00000000186),143,1308,381333.358585,333113.276732,981185.2514601988,134.88865555613012,51.27420442742175,16.60666807164663,POINT (333113.2767320005 381333.3585850019)
27,32414,32462,381500.0,334300.0,144.0,1.928185873192264,31926.597486571176,1928.1858731922644,POINT (334300.00000000093 381500.00000000186),144,1317,381195.239617,334487.545629,981184.3234474313,143.0,51.273364202126835,16.626422311930714,POINT (334487.5456290012 381195.23961699754)
28,32415,32463,381500.0,335300.0,142.2322787196117,1.927335518533003,31910.80096676482,1927.335518533003,POINT (335300.00000000093 381500.00000000186),144,1317,381195.239617,334487.545629,981184.3234474313,143.0,51.273364202126835,16.626422311930714,POINT (334487.5456290012 381195.23961699754)
33,32613,32661,382500.0,310300.0,107.90558274475734,1.907858234236281,32052.924941549554,1907.858234236281,POINT (310300.00000000093 382499.99999999907),17,920,382742.583889,310456.45137100003,981186.0259603595,116.61503516778612,51.27977697921253,16.281366409054996,POINT (310456.4513710011 382742.5838890001)
33,32613,32661,382500.0,310300.0,107.90558274475734,1.907858234236281,32052.924941549554,1907.858234236281,POINT (310300.00000000093 382499.99999999907),137,1263,383136.550729,310411.242526,981186.0628440417,111.0,51.28330157328637,16.280509594055403,POINT (310411.24252600037 383136.55072900094)
33,32613,32661,382500.0,310300.0,107.90558274475734,1.907858234236281,32052.924941549554,1907.858234236281,POINT (310300.00000000093 382499.99999999907),140,1276,381751.923904,310045.879781,981184.4895252337,105.95734749964868,51.27073948507809,16.276011478450904,POINT (310045.8797810003 381751.9239040017)
34,32614,32662,382500.0,311300.0,106.0,1.910088682544701,32055.365887629385,1910.0886825447014,POINT (311300.00000000093 382499.99999999907),2,470,382975.04629200004,311960.688025,981187.6859085122,107.47469799321698,51.28236433014498,16.30279359658107,POINT (311960.6880250005 382975.0462920014)
34,32614,32662,382500.0,311300.0,106.0,1.910088682544701,32055.365887629385,1910.0886825447014,POINT (311300.00000000093 382499.99999999907),17,920,382742.583889,310456.45137100003,981186.0259603595,116.61503516778612,51.27977697921253,16.281366409054996,POINT (310456.4513710011 382742.5838890001)
35,32615,32663,382500.0,312300.0,113.7516777822333,1.911824000490068,32054.599334300085,1911.8240004900683,POINT (312300.00000000093 382499.99999999907),2,470,382975.04629200004,311960.688025,981187.6859085122,107.47469799321698,51.28236433014498,16.30279359658107,POINT (311960.6880250005 382975.0462920014)
36,32616,32664,382500.0,313300.0,101.81116548948194,1.913246593342623,32051.793291516635,1913.2465933426229,POINT (313300.00000000093 382499.99999999907),115,1089,382002.811845,313371.874603,981188.3785796205,101.14126238008149,51.27409316342094,16.323519673009212,POINT (313371.87460299954 382002.81184500456)
39,32619,32667,382500.0,316300.0,100.0,1.917512553087805,32043.134185400184,1917.512553087805,POINT (316300.00000000186 382499.99999999907),103,1036,383062.276389,316780.7738939999,981191.8498521264,105.45514092463031,51.284719624679326,16.371808312856416,POINT (316780.7738940008 383062.2763890028)
40,32620,32668,382500.0,317300.0,98.80474206165309,1.918933970108426,32040.16882201259,1918.9339701084261,POINT (317300.00000000186 382499.99999999907),103,1036,383062.276389,316780.7738939999,981191.8498521264,105.45514092463031,51.284719624679326,16.371808312856416,POINT (316780.7738940008 383062.2763890028)
40,32620,32668,382500.0,317300.0,98.80474206165309,1.918933970108426,32040.16882201259,1918.9339701084261,POINT (317300.00000000186 382499.99999999907),123,1147,382420.021234,317349.166405,981192.1146363498,97.92045116296225,51.279131373055115,16.380280993146503,POINT (317349.1664050007 382420.0212340001)
40,32620,32668,382500.0,317300.0,98.80474206165309,1.918933970108426,32040.16882201259,1918.9339701084261,POINT (317300.00000000186 382499.99999999907),125,1149,382281.925623,317670.11890000006,981192.247142658,97.0,51.277993387972195,16.384949692092135,POINT (317670.11890000105 382281.92562299967)
41,32621,32669,382500.0,318300.0,96.0,1.920355120706018,32037.16462701808,1920.355120706018,POINT (318300.00000000186 382499.99999999907),118,1142,381925.343107,318478.864041,981192.1889202993,97.0,51.27504769656721,16.396717385673032,POINT (318478.8640409997 381925.343107)
41,32621,32669,382500.0,318300.0,96.0,1.920355120706018,32037.16462701808,1920.355120706018,POINT (318300.00000000186 382499.99999999907),123,1147,382420.021234,317349.166405,981192.1146363498,97.92045116296225,51.279131373055115,16.380280993146503,POINT (317349.1664050007 382420.0212340001)
41,32621,32669,382500.0,318300.0,96.0,1.920355120706018,32037.16462701808,1920.355120706018,POINT (318300.00000000186 382499.99999999907),125,1149,382281.925623,317670.11890000006,981192.247142658,97.0,51.277993387972195,16.384949692092135,POINT (317670.11890000105 382281.92562299967)
41,32621,32669,382500.0,318300.0,96.0,1.920355120706018,32037.16462701808,1920.355120706018,POINT (318300.00000000186 382499.99999999907),145,3235,382700.176555,318419.885297,981192.6594385982,97.52461813931222,51.28199113736991,16.395478540465188,POINT (318419.8852970004 382700.1765550021)
41,32621,32669,382500.0,318300.0,96.0,1.920355120706018,32037.16462701808,1920.355120706018,POINT (318300.00000000186 382499.99999999907),146,3237,382063.644709,319115.452687,981192.3702179606,96.73261397431305,51.27649295677232,16.405766918414894,POINT (319115.45268700086 382063.64470900036)
42,32622,32670,382500.0,319300.0,95.0,1.921259930945408,32031.06487626988,1921.259930945408,POINT (319300.00000000186 382499.99999999907),126,1150,381514.945502,319329.842327,981192.603021045,98.81472237926677,51.27163063728307,16.409115804535972,POINT (319329.8423270006 381514.9455020018)
42,32622,32670,382500.0,319300.0,95.0,1.921259930945408,32031.06487626988,1921.259930945408,POINT (319300.00000000186 382499.99999999907),145,3235,382700.176555,318419.885297,981192.6594385982,97.52461813931222,51.28199113736991,16.395478540465188,POINT (318419.8852970004 382700.1765550021)
42,32622,32670,382500.0,319300.0,95.0,1.921259930945408,32031.06487626988,1921.259930945408,POINT (319300.00000000186 382499.99999999907),146,3237,382063.644709,319115.452687,981192.3702179606,96.73261397431305,51.27649295677232,16.405766918414894,POINT (319115.45268700086 382063.64470900036)
48,32628,32676,382500.0,325300.0,136.59656599219736,1.924899042345542,31983.162470526244,1924.899042345542,POINT (325300 382499.99999999907),130,1156,382516.123529,325659.026631,981188.5818087227,135.03395602155797,51.282599945655065,16.49929578044502,POINT (325659.0266309995 382516.12352900393)
49,32629,32677,382500.0,326300.0,138.0,1.925008601431081,31972.254652156214,1925.0086014310812,POINT (326300 382499.99999999907),97,1030,383301.744828,326412.635319,981188.1187352624,128.41486779437213,51.28989000444834,16.50971235851057,POINT (326412.635319002 383301.74482800066)
49,32629,32677,382500.0,326300.0,138.0,1.925008601431081,31972.254652156214,1925.0086014310812,POINT (326300 382499.99999999907),130,1156,382516.123529,325659.026631,981188.5818087227,135.03395602155797,51.282599945655065,16.49929578044502,POINT (325659.0266309995 382516.12352900393)
51,32631,32679,382500.0,328300.0,134.90558274474097,1.924702348384346,31947.381856816206,1924.7023483843454,POINT (328300 382499.99999999907),131,1157,382044.087705,328361.515838,981187.0246869158,132.0,51.27917914974863,16.538247814573296,POINT (328361.515838 382044.0877049975)
52,32632,32680,382500.0,329300.0,138.90558274474097,1.924550755498289,31934.912482811607,1924.5507554982887,POINT (329300 382499.99999999907),133,1159,381734.589253,329435.010066,981186.5847497887,132.07751177868244,51.27672039562762,16.553777279262512,POINT (329435.0100659998 381734.5892530009)
52,32632,32680,382500.0,329300.0,138.90558274474097,1.924550755498289,31934.912482811607,1924.5507554982887,POINT (329300 382499.99999999907),134,1160,382955.832964,329468.602184,981186.2649206043,144.0,51.28770523541545,16.55367531723044,POINT (329468.6021840004 382955.8329640012)
53,32633,32681,382500.0,330300.0,142.22199516923865,1.924400185851695,31922.421509273412,1924.4001858516954,POINT (330300 382499.99999999907),134,1160,382955.832964,329468.602184,981186.2649206043,144.0,51.28770523541545,16.55367531723044,POINT (329468.6021840004 382955.8329640012)
58,32638,32686,382500.0,335300.0,137.07248613609787,1.921801268952586,31850.07738968872,1921.8012689525858,POINT (335300.00000000093 382499.99999999907),90,1023,383388.5598819999,334889.258062,981183.2693235268,151.48294260183437,51.29319232909485,16.631163585817735,POINT (334889.2580620004 383388.5598820001)
60,32833,32881,383500.0,307300.0,134.17469083761534,1.895815318500566,32000.62176195341,1895.8153185005658,POINT (307300.00000000093 383499.99999999907),139,1268,383827.647907,307934.16299,981184.7821168534,128.53773852083143,51.28868042884068,16.244649978494376,POINT (307934.16299000103 383827.64790700004)
61,32834,32882,383500.0,308300.0,130.33679318102827,1.898022818690692,32002.460697465318,1898.0228186906918,POINT (308300.00000000093 383499.99999999907),139,1268,383827.647907,307934.16299,981184.7821168534,128.53773852083143,51.28868042884068,16.244649978494376,POINT (307934.16299000103 383827.64790700004)
63,32836,32884,383500.0,310300.0,125.98329558240765,1.902435225363349,32005.99880658224,1902.4352253633485,POINT (310300.00000000093 383499.99999999907),17,920,382742.583889,310456.45137100003,981186.0259603595,116.61503516778612,51.27977697921253,16.281366409054996,POINT (310456.4513710011 382742.5838890001)
63,32836,32884,383500.0,310300.0,125.98329558240765,1.902435225363349,32005.99880658224,1902.4352253633485,POINT (310300.00000000093 383499.99999999907),137,1263,383136.550729,310411.242526,981186.0628440417,111.0,51.28330157328637,16.280509594055403,POINT (310411.24252600037 383136.55072900094)
64,32837,32885,383500.0,311300.0,116.7485650880526,1.904640161706255,32007.69884517905,1904.6401617062552,POINT (311300.00000000093 383499.99999999907),2,470,382975.04629200004,311960.688025,981187.6859085122,107.47469799321698,51.28236433014498,16.30279359658107,POINT (311960.6880250005 382975.0462920014)
64,32837,32885,383500.0,311300.0,116.7485650880526,1.904640161706255,32007.69884517905,1904.6401617062552,POINT (311300.00000000093 383499.99999999907),137,1263,383136.550729,310411.242526,981186.0628440417,111.0,51.28330157328637,16.280509594055403,POINT (310411.24252600037 383136.55072900094)
65,32838,32886,383500.0,312300.0,131.63005122405593,1.906383515644431,32006.413922602995,1906.383515644431,POINT (312300.00000000093 383499.99999999907),2,470,382975.04629200004,311960.688025,981187.6859085122,107.47469799321698,51.28236433014498,16.30279359658107,POINT (311960.6880250005 382975.0462920014)
65,32838,32886,383500.0,312300.0,131.63005122405593,1.906383515644431,32006.413922602995,1906.383515644431,POINT (312300.00000000093 383499.99999999907),116,1090,383414.104471,312767.467824,981188.6440837731,116.92039732809354,51.28657508293818,16.31412199778927,POINT (312767.46782400087 383414.1044710018)
66,32839,32887,383500.0,313300.0,116.36844047018867,1.907787286588444,32002.923508813772,1907.7872865884437,POINT (313300.00000000093 383499.99999999907),116,1090,383414.104471,312767.467824,981188.6440837731,116.92039732809354,51.28657508293818,16.31412199778927,POINT (312767.46782400087 383414.1044710018)
69,32842,32890,383500.0,316300.0,101.17535705749938,1.911996775501457,31992.211048278325,1911.9967755014568,POINT (316300.00000000186 383499.99999999907),103,1036,383062.276389,316780.7738939999,981191.8498521264,105.45514092463031,51.284719624679326,16.371808312856416,POINT (316780.7738940008 383062.2763890028)
69,32842,32890,383500.0,316300.0,101.17535705749938,1.911996775501457,31992.211048278325,1911.9967755014568,POINT (316300.00000000186 383499.99999999907),114,1088,383457.78038,316800.275562,981191.6110177978,105.34431964304655,51.28827961725045,16.371884771865854,POINT (316800.27556200046 383457.7803800013)
70,32843,32891,383500.0,317300.0,111.19525793834691,1.913399367234226,31988.56115385941,1913.399367234226,POINT (317300.00000000186 383499.99999999907),0,468,383521.94425,317587.564699,981192.1851239614,110.43513473142437,51.28910898072402,16.38313347026008,POINT (317587.56469899975 383521.94425000064)
70,32843,32891,383500.0,317300.0,111.19525793834691,1.913399367234226,31988.56115385941,1913.399367234226,POINT (317300.00000000186 383499.99999999907),103,1036,383062.276389,316780.7738939999,981191.8498521264,105.45514092463031,51.284719624679326,16.371808312856416,POINT (316780.7738940008 383062.2763890028)
70,32843,32891,383500.0,317300.0,111.19525793834691,1.913399367234226,31988.56115385941,1913.399367234226,POINT (317300.00000000186 383499.99999999907),104,1038,384222.6030020001,317220.852521,981191.8491113968,108.61741389215604,51.29528699123373,16.377519708573686,POINT (317220.85252100136 384222.60300200246)
70,32843,32891,383500.0,317300.0,111.19525793834691,1.913399367234226,31988.56115385941,1913.399367234226,POINT (317300.00000000186 383499.99999999907),114,1088,383457.78038,316800.275562,981191.6110177978,105.34431964304655,51.28827961725045,16.371884771865854,POINT (316800.27556200046 383457.7803800013)
71,32844,32892,383500.0,318300.0,108.80268535158211,1.914801691717969,31984.87238850937,1914.8016917179689,POINT (318300.00000000186 383499.99999999907),0,468,383521.94425,317587.564699,981192.1851239614,110.43513473142437,51.28910898072402,16.38313347026008,POINT (317587.56469899975 383521.94425000064)
71,32844,32892,383500.0,318300.0,108.80268535158211,1.914801691717969,31984.87238850937,1914.8016917179689,POINT (318300.00000000186 383499.99999999907),124,1148,383616.294163,318998.040635,981192.4660108953,108.63855703666786,51.2904070121297,16.40329775105859,POINT (318998.040635 383616.2941630017)
71,32844,32892,383500.0,318300.0,108.80268535158211,1.914801691717969,31984.87238850937,1914.8016917179689,POINT (318300.00000000186 383499.99999999907),145,3235,382700.176555,318419.885297,981192.6594385982,97.52461813931222,51.28199113736991,16.395478540465188,POINT (318419.8852970004 382700.1765550021)
72,32845,32893,383500.0,319300.0,107.72668214367343,1.915721841690472,31978.314014437907,1915.7218416904725,POINT (319300.00000000186 383499.99999999907),112,1046,384463.535687,319334.55943200004,981192.2236013995,105.85607164518296,51.29812683905771,16.407691259267622,POINT (319334.5594319999 384463.5356870014)
72,32845,32893,383500.0,319300.0,107.72668214367343,1.915721841690472,31978.314014437907,1915.7218416904725,POINT (319300.00000000186 383499.99999999907),113,1047,383984.653263,319179.549762,981192.3520851017,107.04855280655113,51.293774599965325,16.405712220350473,POINT (319179.54976200033 383984.6532630008)
72,32845,32893,383500.0,319300.0,107.72668214367343,1.915721841690472,31978.314014437907,1915.7218416904725,POINT (319300.00000000186 383499.99999999907),124,1148,383616.294163,318998.040635,981192.4660108953,108.63855703666786,51.2904070121297,16.40329775105859,POINT (318998.040635 383616.2941630017)
